Time;Module;Class;Name;Value;Unit
18:26:21;ads1115:164;D;PH Sensor;1.136063;V
18:26:22;ads1115:164;D;PH Sensor;1.135500;V
18:26:23;ads1115:164;D;PH Sensor;1.134938;V
18:26:24;ads1115:164;D;PH Sensor;1.134500;V
18:26:25;ads1115:164;D;PH Sensor;1.134250;V
18:26:26;ads1115:164;D;PH Sensor;1.133125;V
18:26:27;ads1115:164;D;PH Sensor;1.133188;V
18:26:28;ads1115:164;D;PH Sensor;1.132437;V
18:26:28;ads1115:164;D;TDS Sensor;2.047937;V
18:26:29;ads1115:164;D;PH Sensor;1.131875;V
18:26:30;ads1115:164;D;PH Sensor;1.131250;V
18:26:31;ads1115:164;D;PH Sensor;1.130500;V
18:26:32;ads1115:164;D;PH Sensor;1.130875;V
18:26:33;ads1115:164;D;PH Sensor;1.130000;V
18:26:34;ads1115:164;D;PH Sensor;1.128125;V
18:26:35;ads1115:164;D;PH Sensor;1.128750;V
18:26:36;ads1115:164;D;PH Sensor;1.128625;V
18:26:37;ads1115:164;D;PH Sensor;1.128250;V
18:26:38;ads1115:164;D;PH Sensor;1.127813;V
18:26:38;ads1115:164;D;TDS Sensor;2.047937;V
18:26:39;ads1115:164;D;PH Sensor;1.127500;V
18:26:40;ads1115:164;D;PH Sensor;1.127125;V
18:26:41;ads1115:164;D;PH Sensor;1.126938;V
18:26:42;ads1115:164;D;PH Sensor;1.126375;V
18:26:43;ads1115:164;D;PH Sensor;1.125937;V
18:26:44;ads1115:164;D;PH Sensor;1.125250;V
18:26:45;ads1115:164;D;PH Sensor;1.125687;V
18:26:46;ads1115:164;D;PH Sensor;1.125000;V
18:26:47;ads1115:164;D;PH Sensor;1.124625;V
18:26:48;ads1115:164;D;PH Sensor;1.124187;V
18:26:48;ads1115:164;D;TDS Sensor;2.047937;V
18:26:49;ads1115:164;D;PH Sensor;1.124375;V
18:26:50;ads1115:164;D;PH Sensor;1.123813;V
18:26:51;ads1115:164;D;PH Sensor;1.123438;V
18:26:52;ads1115:164;D;PH Sensor;1.123062;V
18:26:53;ads1115:164;D;PH Sensor;1.122875;V
18:26:54;ads1115:164;D;PH Sensor;1.122937;V
18:26:55;ads1115:164;D;PH Sensor;1.122563;V
18:26:56;ads1115:164;D;PH Sensor;1.122125;V
18:26:57;ads1115:164;D;PH Sensor;1.121500;V
18:26:58;ads1115:164;D;PH Sensor;1.121750;V
18:26:58;ads1115:164;D;TDS Sensor;2.047937;V
18:26:59;ads1115:164;D;PH Sensor;1.121562;V
18:27:00;ads1115:164;D;PH Sensor;1.121312;V
18:27:01;ads1115:164;D;PH Sensor;1.120875;V
18:27:02;ads1115:164;D;PH Sensor;1.120937;V
18:27:03;ads1115:164;D;PH Sensor;1.120750;V
18:27:04;ads1115:164;D;PH Sensor;1.120687;V
18:27:05;ads1115:164;D;PH Sensor;1.120250;V
18:27:06;ads1115:164;D;PH Sensor;1.120062;V
18:27:07;ads1115:164;D;PH Sensor;1.120062;V
18:27:08;ads1115:164;D;PH Sensor;1.120000;V
18:27:08;ads1115:164;D;TDS Sensor;2.047937;V
18:27:09;ads1115:164;D;PH Sensor;1.119688;V
18:27:10;ads1115:164;D;PH Sensor;1.119250;V
18:27:11;ads1115:164;D;PH Sensor;1.119500;V
18:27:12;ads1115:164;D;PH Sensor;1.119437;V
18:27:13;ads1115:164;D;PH Sensor;1.119437;V
18:27:14;ads1115:164;D;PH Sensor;1.118937;V
18:27:15;ads1115:164;D;PH Sensor;1.119063;V
18:27:16;ads1115:164;D;PH Sensor;1.119125;V
18:27:17;ads1115:164;D;PH Sensor;1.118875;V
18:27:18;ads1115:164;D;PH Sensor;1.118750;V
18:27:18;ads1115:164;D;TDS Sensor;2.047937;V
18:27:19;ads1115:164;D;PH Sensor;1.118500;V
18:27:20;ads1115:164;D;PH Sensor;1.118875;V
18:27:21;ads1115:164;D;PH Sensor;1.118562;V
18:27:22;ads1115:164;D;PH Sensor;1.118625;V
18:27:23;ads1115:164;D;PH Sensor;1.118062;V
18:27:24;ads1115:164;D;PH Sensor;1.118438;V
18:27:25;ads1115:164;D;PH Sensor;1.118500;V
18:27:26;ads1115:164;D;PH Sensor;1.118000;V
18:27:27;ads1115:164;D;PH Sensor;1.117875;V
18:27:28;ads1115:164;D;PH Sensor;1.117875;V
18:27:28;ads1115:164;D;TDS Sensor;2.047937;V
18:27:29;ads1115:164;D;PH Sensor;1.117937;V
18:27:30;ads1115:164;D;PH Sensor;1.117937;V
18:27:31;ads1115:164;D;PH Sensor;1.117813;V
18:27:32;ads1115:164;D;PH Sensor;1.117500;V
18:27:33;ads1115:164;D;PH Sensor;1.117750;V
18:27:34;ads1115:164;D;PH Sensor;1.117687;V
18:27:35;ads1115:164;D;PH Sensor;1.117500;V
18:27:36;ads1115:164;D;PH Sensor;1.117188;V
18:27:37;ads1115:164;D;PH Sensor;1.117563;V
18:27:38;ads1115:164;D;PH Sensor;1.117625;V
18:27:38;ads1115:164;D;TDS Sensor;2.047937;V
18:27:39;ads1115:164;D;PH Sensor;1.117500;V
18:27:40;ads1115:164;D;PH Sensor;1.117437;V
18:27:41;ads1115:164;D;PH Sensor;1.117375;V
18:27:42;ads1115:164;D;PH Sensor;1.117437;V
18:27:43;ads1115:164;D;PH Sensor;1.117375;V
18:27:44;ads1115:164;D;PH Sensor;1.117250;V
18:27:45;ads1115:164;D;PH Sensor;1.117000;V
18:27:46;ads1115:164;D;PH Sensor;1.117250;V
18:27:47;ads1115:164;D;PH Sensor;1.117313;V
18:27:48;ads1115:164;D;PH Sensor;1.117313;V
18:27:48;ads1115:164;D;TDS Sensor;2.047937;V
18:27:49;ads1115:164;D;PH Sensor;1.117313;V
18:27:50;ads1115:164;D;PH Sensor;1.117313;V
18:27:51;ads1115:164;D;PH Sensor;1.117313;V
18:27:52;ads1115:164;D;PH Sensor;1.115875;V
18:27:53;ads1115:164;D;PH Sensor;1.117188;V
18:27:54;ads1115:164;D;PH Sensor;1.116500;V
18:27:55;ads1115:164;D;PH Sensor;1.117625;V
18:27:56;ads1115:164;D;PH Sensor;1.117250;V
18:27:57;ads1115:164;D;PH Sensor;1.117188;V
18:27:58;ads1115:164;D;PH Sensor;1.117000;V
18:27:58;ads1115:164;D;TDS Sensor;2.047937;V
18:27:59;ads1115:164;D;PH Sensor;1.116750;V
18:28:00;ads1115:164;D;PH Sensor;1.117250;V
18:28:01;ads1115:164;D;PH Sensor;1.117313;V
18:28:02;ads1115:164;D;PH Sensor;1.117000;V
18:28:03;ads1115:164;D;PH Sensor;1.116938;V
18:28:04;ads1115:164;D;PH Sensor;1.117313;V
18:28:05;ads1115:164;D;PH Sensor;1.117313;V
18:28:06;ads1115:164;D;PH Sensor;1.117250;V
18:28:07;ads1115:164;D;PH Sensor;1.117125;V
18:28:08;ads1115:164;D;PH Sensor;1.117375;V
18:28:08;ads1115:164;D;TDS Sensor;2.047937;V
18:28:09;ads1115:164;D;PH Sensor;1.117813;V
18:28:10;ads1115:164;D;PH Sensor;1.117563;V
18:28:11;ads1115:164;D;PH Sensor;1.117500;V
18:28:12;ads1115:164;D;PH Sensor;1.117687;V
18:28:13;ads1115:164;D;PH Sensor;1.117687;V
18:28:14;ads1115:164;D;PH Sensor;1.116500;V
18:28:15;ads1115:164;D;PH Sensor;1.117563;V
18:28:16;ads1115:164;D;PH Sensor;1.117000;V
18:28:17;ads1115:164;D;PH Sensor;1.118125;V
18:28:18;ads1115:164;D;PH Sensor;1.117875;V
18:28:18;ads1115:164;D;TDS Sensor;2.047937;V
18:28:19;ads1115:164;D;PH Sensor;1.118125;V
18:28:20;ads1115:164;D;PH Sensor;1.117625;V
18:28:21;ads1115:164;D;PH Sensor;1.117875;V
18:28:22;ads1115:164;D;PH Sensor;1.118125;V
18:28:23;ads1115:164;D;PH Sensor;1.117937;V
18:28:24;ads1115:164;D;PH Sensor;1.116625;V
18:28:25;ads1115:164;D;PH Sensor;1.118438;V
18:28:26;ads1115:164;D;PH Sensor;1.118250;V
18:28:27;ads1115:164;D;PH Sensor;1.118312;V
18:28:28;ads1115:164;D;PH Sensor;1.118312;V
18:28:28;ads1115:164;D;TDS Sensor;2.047937;V
18:28:29;ads1115:164;D;PH Sensor;1.117937;V
18:28:30;ads1115:164;D;PH Sensor;1.118250;V
18:28:31;ads1115:164;D;PH Sensor;1.118625;V
18:28:32;ads1115:164;D;PH Sensor;1.118188;V
18:28:33;ads1115:164;D;PH Sensor;1.118438;V
18:28:34;ads1115:164;D;PH Sensor;1.118438;V
18:28:35;ads1115:164;D;PH Sensor;1.118500;V
18:28:36;ads1115:164;D;PH Sensor;1.118812;V
18:28:37;ads1115:164;D;PH Sensor;1.118438;V
18:28:38;ads1115:164;D;PH Sensor;1.118125;V
18:28:38;ads1115:164;D;TDS Sensor;2.047937;V
18:28:39;ads1115:164;D;PH Sensor;1.118937;V
18:28:40;ads1115:164;D;PH Sensor;1.118562;V
18:28:41;ads1115:164;D;PH Sensor;1.118625;V
18:28:42;ads1115:164;D;PH Sensor;1.117937;V
18:28:43;ads1115:164;D;PH Sensor;1.118562;V
18:28:44;ads1115:164;D;PH Sensor;1.119063;V
18:28:45;ads1115:164;D;PH Sensor;1.118875;V
18:28:46;ads1115:164;D;PH Sensor;1.118750;V
18:28:47;ads1115:164;D;PH Sensor;1.118750;V
18:28:48;ads1115:164;D;PH Sensor;1.119313;V
18:28:48;ads1115:164;D;TDS Sensor;2.047937;V
18:28:49;ads1115:164;D;PH Sensor;1.119437;V
18:28:50;ads1115:164;D;PH Sensor;1.118937;V
18:28:51;ads1115:164;D;PH Sensor;1.118688;V
18:28:52;ads1115:164;D;PH Sensor;1.119187;V
18:28:53;ads1115:164;D;PH Sensor;1.119125;V
18:28:54;ads1115:164;D;PH Sensor;1.119187;V
18:28:55;ads1115:164;D;PH Sensor;1.119125;V
18:28:56;ads1115:164;D;PH Sensor;1.119375;V
18:28:57;ads1115:164;D;PH Sensor;1.119500;V
18:28:58;ads1115:164;D;PH Sensor;1.119500;V
18:28:58;ads1115:164;D;TDS Sensor;2.047937;V
18:28:59;ads1115:164;D;PH Sensor;1.119375;V
18:29:00;ads1115:164;D;PH Sensor;1.119125;V
18:29:01;ads1115:164;D;PH Sensor;1.119688;V
18:29:02;ads1115:164;D;PH Sensor;1.119812;V
18:29:03;ads1115:164;D;PH Sensor;1.119688;V
18:29:04;ads1115:164;D;PH Sensor;1.119563;V
18:29:05;ads1115:164;D;PH Sensor;1.119938;V
18:29:06;ads1115:164;D;PH Sensor;1.119938;V
18:29:07;ads1115:164;D;PH Sensor;1.119938;V
18:29:08;ads1115:164;D;PH Sensor;1.119938;V
18:29:08;ads1115:164;D;TDS Sensor;2.047937;V
18:29:09;ads1115:164;D;PH Sensor;1.120062;V
18:29:10;ads1115:164;D;PH Sensor;1.120188;V
18:29:11;ads1115:164;D;PH Sensor;1.120250;V
18:29:12;ads1115:164;D;PH Sensor;1.120062;V
18:29:13;ads1115:164;D;PH Sensor;1.119812;V
18:29:14;ads1115:164;D;PH Sensor;1.120312;V
18:29:15;ads1115:164;D;PH Sensor;1.120563;V
18:29:16;ads1115:164;D;PH Sensor;1.120500;V
18:29:17;ads1115:164;D;PH Sensor;1.120312;V
18:29:18;ads1115:164;D;PH Sensor;1.120687;V
18:29:18;ads1115:164;D;TDS Sensor;2.047937;V
18:29:19;ads1115:164;D;PH Sensor;1.120750;V
18:29:20;ads1115:164;D;PH Sensor;1.120813;V
18:29:21;ads1115:164;D;PH Sensor;1.120687;V
18:29:22;ads1115:164;D;PH Sensor;1.120500;V
18:29:23;ads1115:164;D;PH Sensor;1.120937;V
18:29:24;ads1115:164;D;PH Sensor;1.121063;V
18:29:25;ads1115:164;D;PH Sensor;1.121063;V
18:29:26;ads1115:164;D;PH Sensor;1.120750;V
18:29:27;ads1115:164;D;PH Sensor;1.121125;V
18:29:28;ads1115:164;D;PH Sensor;1.121312;V
18:29:28;ads1115:164;D;TDS Sensor;2.047937;V
18:29:29;ads1115:164;D;PH Sensor;1.121250;V
18:29:30;ads1115:164;D;PH Sensor;1.121063;V
18:29:31;ads1115:164;D;PH Sensor;1.121312;V
18:29:32;ads1115:164;D;PH Sensor;1.121500;V
18:29:33;ads1115:164;D;PH Sensor;1.121438;V
18:29:34;ads1115:164;D;PH Sensor;1.121438;V
18:29:35;ads1115:164;D;PH Sensor;1.121375;V
18:29:36;ads1115:164;D;PH Sensor;1.121750;V
18:29:37;ads1115:164;D;PH Sensor;1.121812;V
18:29:38;ads1115:164;D;PH Sensor;1.121938;V
18:29:38;ads1115:164;D;TDS Sensor;2.047937;V
18:29:39;ads1115:164;D;PH Sensor;1.121438;V
18:29:40;ads1115:164;D;PH Sensor;1.122250;V
18:29:41;ads1115:164;D;PH Sensor;1.122125;V
18:29:42;ads1115:164;D;PH Sensor;1.122125;V
18:29:43;ads1115:164;D;PH Sensor;1.122125;V
18:29:44;ads1115:164;D;PH Sensor;1.122250;V
18:29:45;ads1115:164;D;PH Sensor;1.122313;V
18:29:46;ads1115:164;D;PH Sensor;1.122625;V
18:29:47;ads1115:164;D;PH Sensor;1.122750;V
18:29:48;ads1115:164;D;PH Sensor;1.122500;V
18:29:48;ads1115:164;D;TDS Sensor;2.047937;V
18:29:49;ads1115:164;D;PH Sensor;1.122437;V
18:29:50;ads1115:164;D;PH Sensor;1.122500;V
18:29:51;ads1115:164;D;PH Sensor;1.122687;V
18:29:52;ads1115:164;D;PH Sensor;1.122563;V
18:29:53;ads1115:164;D;PH Sensor;1.122813;V
18:29:54;ads1115:164;D;PH Sensor;1.123062;V
18:29:55;ads1115:164;D;PH Sensor;1.123312;V
18:29:56;ads1115:164;D;PH Sensor;1.123188;V
18:29:57;ads1115:164;D;PH Sensor;1.122875;V
18:29:58;ads1115:164;D;PH Sensor;1.123562;V
18:29:58;ads1115:164;D;TDS Sensor;2.047937;V
18:29:59;ads1115:164;D;PH Sensor;1.123250;V
18:30:00;ads1115:164;D;PH Sensor;1.123062;V
18:30:01;ads1115:164;D;PH Sensor;1.122875;V
18:30:02;ads1115:164;D;PH Sensor;1.123625;V
18:30:03;ads1115:164;D;PH Sensor;1.123875;V
18:30:04;ads1115:164;D;PH Sensor;1.123875;V
18:30:05;ads1115:164;D;PH Sensor;1.123438;V
18:30:06;ads1115:164;D;PH Sensor;1.123813;V
18:30:07;ads1115:164;D;PH Sensor;1.124063;V
18:30:08;ads1115:164;D;PH Sensor;1.124063;V
18:30:08;ads1115:164;D;TDS Sensor;2.047937;V
18:30:09;ads1115:164;D;PH Sensor;1.123625;V
18:30:10;ads1115:164;D;PH Sensor;1.123500;V
18:30:11;ads1115:164;D;PH Sensor;1.124250;V
18:30:12;ads1115:164;D;PH Sensor;1.123875;V
18:30:13;ads1115:164;D;PH Sensor;1.124375;V
18:30:14;ads1115:164;D;PH Sensor;1.124000;V
18:30:15;ads1115:164;D;PH Sensor;1.124563;V
18:30:16;ads1115:164;D;PH Sensor;1.124500;V
18:30:17;ads1115:164;D;PH Sensor;1.124750;V
18:30:18;ads1115:164;D;PH Sensor;1.124625;V
18:30:18;ads1115:164;D;TDS Sensor;2.047937;V
18:30:19;ads1115:164;D;PH Sensor;1.124313;V
18:30:20;ads1115:164;D;PH Sensor;1.124750;V
18:30:21;ads1115:164;D;PH Sensor;1.124500;V
18:30:22;ads1115:164;D;PH Sensor;1.124750;V
18:30:23;ads1115:164;D;PH Sensor;1.124563;V
18:30:24;ads1115:164;D;PH Sensor;1.124938;V
18:30:25;ads1115:164;D;PH Sensor;1.125125;V
18:30:26;ads1115:164;D;PH Sensor;1.124563;V
18:30:27;ads1115:164;D;PH Sensor;1.124875;V
18:30:28;ads1115:164;D;PH Sensor;1.125188;V
18:30:28;ads1115:164;D;TDS Sensor;2.047937;V
18:30:29;ads1115:164;D;PH Sensor;1.124875;V
18:30:30;ads1115:164;D;PH Sensor;1.125312;V
18:30:31;ads1115:164;D;PH Sensor;1.125125;V
18:30:32;ads1115:164;D;PH Sensor;1.124938;V
18:30:33;ads1115:164;D;PH Sensor;1.125250;V
18:30:34;ads1115:164;D;PH Sensor;1.125250;V
18:30:35;ads1115:164;D;PH Sensor;1.125125;V
18:30:36;ads1115:164;D;PH Sensor;1.125062;V
18:30:37;ads1115:164;D;PH Sensor;1.125375;V
18:30:38;ads1115:164;D;PH Sensor;1.125375;V
18:30:38;ads1115:164;D;TDS Sensor;2.047937;V
18:30:39;ads1115:164;D;PH Sensor;1.125437;V
18:30:40;ads1115:164;D;PH Sensor;1.125563;V
18:30:41;ads1115:164;D;PH Sensor;1.125813;V
18:30:42;ads1115:164;D;PH Sensor;1.125687;V
18:30:43;ads1115:164;D;PH Sensor;1.125750;V
18:30:44;ads1115:164;D;PH Sensor;1.125750;V
18:30:45;ads1115:164;D;PH Sensor;1.125625;V
18:30:46;ads1115:164;D;PH Sensor;1.126000;V
18:30:47;ads1115:164;D;PH Sensor;1.126063;V
18:30:48;ads1115:164;D;PH Sensor;1.126000;V
18:30:48;ads1115:164;D;TDS Sensor;2.047937;V
18:30:49;ads1115:164;D;PH Sensor;1.126125;V
18:30:50;ads1115:164;D;PH Sensor;1.126250;V
18:30:51;ads1115:164;D;PH Sensor;1.126250;V
18:30:52;ads1115:164;D;PH Sensor;1.126187;V
18:30:53;ads1115:164;D;PH Sensor;1.126375;V
18:30:54;ads1115:164;D;PH Sensor;1.126375;V
18:30:55;ads1115:164;D;PH Sensor;1.126750;V
18:30:56;ads1115:164;D;PH Sensor;1.126625;V
18:30:57;ads1115:164;D;PH Sensor;1.126438;V
18:30:58;ads1115:164;D;PH Sensor;1.126250;V
18:30:58;ads1115:164;D;TDS Sensor;2.047937;V
18:30:59;ads1115:164;D;PH Sensor;1.126938;V
18:31:00;ads1115:164;D;PH Sensor;1.126875;V
18:31:01;ads1115:164;D;PH Sensor;1.126875;V
18:31:02;ads1115:164;D;PH Sensor;1.126562;V
18:31:03;ads1115:164;D;PH Sensor;1.126875;V
18:31:04;ads1115:164;D;PH Sensor;1.127313;V
18:31:05;ads1115:164;D;PH Sensor;1.127375;V
18:31:06;ads1115:164;D;PH Sensor;1.127187;V
18:31:07;ads1115:164;D;PH Sensor;1.126875;V
18:31:08;ads1115:164;D;PH Sensor;1.127437;V
18:31:08;ads1115:164;D;TDS Sensor;2.047937;V
18:31:09;ads1115:164;D;PH Sensor;1.127437;V
18:31:10;ads1115:164;D;PH Sensor;1.127625;V
18:31:11;ads1115:164;D;PH Sensor;1.127187;V
18:31:12;ads1115:164;D;PH Sensor;1.127500;V
18:31:13;ads1115:164;D;PH Sensor;1.127625;V
18:31:14;ads1115:164;D;PH Sensor;1.127687;V
18:31:15;ads1115:164;D;PH Sensor;1.127625;V
18:31:16;ads1115:164;D;PH Sensor;1.127500;V
18:31:17;ads1115:164;D;PH Sensor;1.128000;V
18:31:18;ads1115:164;D;PH Sensor;1.127938;V
18:31:18;ads1115:164;D;TDS Sensor;2.047937;V
18:31:19;ads1115:164;D;PH Sensor;1.128000;V
18:31:20;ads1115:164;D;PH Sensor;1.127750;V
18:31:21;ads1115:164;D;PH Sensor;1.128250;V
18:31:22;ads1115:164;D;PH Sensor;1.128188;V
18:31:23;ads1115:164;D;PH Sensor;1.128250;V
18:31:24;ads1115:164;D;PH Sensor;1.128125;V
18:31:25;ads1115:164;D;PH Sensor;1.128250;V
18:31:26;ads1115:164;D;PH Sensor;1.128500;V
18:31:27;ads1115:164;D;PH Sensor;1.128625;V
18:31:28;ads1115:164;D;PH Sensor;1.128375;V
18:31:28;ads1115:164;D;TDS Sensor;2.047937;V
18:31:29;ads1115:164;D;PH Sensor;1.128375;V
18:31:30;ads1115:164;D;PH Sensor;1.128875;V
18:31:31;ads1115:164;D;PH Sensor;1.128875;V
18:31:32;ads1115:164;D;PH Sensor;1.128438;V
18:31:33;ads1115:164;D;PH Sensor;1.128625;V
18:31:34;ads1115:164;D;PH Sensor;1.129187;V
18:31:35;ads1115:164;D;PH Sensor;1.129250;V
18:31:36;ads1115:164;D;PH Sensor;1.129063;V
18:31:37;ads1115:164;D;PH Sensor;1.129063;V
18:31:38;ads1115:164;D;PH Sensor;1.128875;V
